STATION,DATE,HOUR,REPORT_TYPE,SOURCE,HourlyDryBulbTemperature
USW00013958,1/1/2020,0:00:00,FM-12,220,54
USW00013958,1/1/2020,0:51:00,FM-15,343,53
USW00013958,1/1/2020,1:51:00,FM-15,343,52
USW00013958,1/1/2020,2:51:00,FM-15,343,52
USW00013958,1/1/2020,3:51:00,FM-15,343,52
USW00013958,1/1/2020,4:51:00,FM-15,343,52
USW00013958,1/1/2020,5:51:00,FM-15,343,51
USW00013958,1/1/2020,6:00:00,FM-12,220,51
USW00013958,1/1/2020,6:51:00,FM-15,343,51
USW00013958,1/1/2020,7:51:00,FM-15,343,52
USW00013958,1/1/2020,8:51:00,FM-15,343,53
USW00013958,1/1/2020,9:51:00,FM-15,343,53
USW00013958,1/1/2020,10:51:00,FM-15,343,55
USW00013958,1/1/2020,11:51:00,FM-15,343,57
USW00013958,1/1/2020,12:00:00,FM-12,220,57
USW00013958,1/1/2020,12:51:00,FM-15,343,56
USW00013958,1/1/2020,13:51:00,FM-15,343,57
USW00013958,1/1/2020,14:51:00,FM-15,343,57
USW00013958,1/1/2020,15:51:00,FM-15,343,56
USW00013958,1/1/2020,16:51:00,FM-15,343,56
USW00013958,1/1/2020,17:51:00,FM-15,343,55
USW00013958,1/1/2020,18:00:00,FM-12,220,55
USW00013958,1/1/2020,18:19:00,FM-16,343,55
USW00013958,1/1/2020,18:37:00,FM-16,343,55
USW00013958,1/1/2020,18:51:00,FM-15,343,55
USW00013958,1/1/2020,19:51:00,FM-15,343,55
USW00013958,1/1/2020,20:51:00,FM-15,343,55
USW00013958,1/1/2020,21:44:00,FM-16,343,54
USW00013958,1/1/2020,21:51:00,FM-15,343,54
USW00013958,1/1/2020,22:13:00,FM-16,343,54
USW00013958,1/1/2020,22:46:00,FM-16,343,54
USW00013958,1/1/2020,22:51:00,FM-15,343,54
USW00013958,1/1/2020,23:00:00,FM-16,343,53
USW00013958,1/1/2020,23:51:00,FM-15,343,53
USW00013958,1/1/2020,23:58:00,FM-16,343,53
USW00013958,1/2/2020,0:00:00,FM-12,220,53
USW00013958,1/2/2020,0:08:00,FM-16,343,53
USW00013958,1/2/2020,0:51:00,FM-15,343,53
USW00013958,1/2/2020,1:51:00,FM-15,343,53
USW00013958,1/2/2020,2:42:00,FM-16,343,53
USW00013958,1/2/2020,2:51:00,FM-15,343,53
USW00013958,1/2/2020,3:16:00,FM-16,343,53
USW00013958,1/2/2020,3:51:00,FM-15,343,53
USW00013958,1/2/2020,4:18:00,FM-16,343,53
USW00013958,1/2/2020,4:51:00,FM-15,343,52
USW00013958,1/2/2020,5:51:00,FM-15,343,52
USW00013958,1/2/2020,6:00:00,FM-12,220,52
USW00013958,1/2/2020,6:51:00,FM-15,343,51
USW00013958,1/2/2020,7:08:00,FM-16,343,51
USW00013958,1/2/2020,7:17:00,FM-16,343,51
USW00013958,1/2/2020,7:49:00,FM-16,343,52
USW00013958,1/2/2020,7:51:00,FM-15,343,52
USW00013958,1/2/2020,8:51:00,FM-15,343,53
USW00013958,1/2/2020,9:51:00,FM-15,343,55
USW00013958,1/2/2020,10:51:00,FM-15,343,56
USW00013958,1/2/2020,11:51:00,FM-15,343,57
USW00013958,1/2/2020,12:00:00,FM-12,220,57
USW00013958,1/2/2020,12:51:00,FM-15,343,58
USW00013958,1/2/2020,13:51:00,FM-15,343,59
USW00013958,1/2/2020,14:51:00,FM-15,343,60
USW00013958,1/2/2020,15:51:00,FM-15,343,59
USW00013958,1/2/2020,16:51:00,FM-15,343,60
USW00013958,1/2/2020,17:51:00,FM-15,343,58
USW00013958,1/2/2020,18:00:00,FM-12,220,58
USW00013958,1/2/2020,18:51:00,FM-15,343,55
USW00013958,1/2/2020,19:51:00,FM-15,343,54
USW00013958,1/2/2020,20:51:00,FM-15,343,53
USW00013958,1/2/2020,21:51:00,FM-15,343,52
USW00013958,1/2/2020,22:51:00,FM-15,343,50
USW00013958,1/2/2020,23:51:00,FM-15,343,50
USW00013958,1/3/2020,0:00:00,FM-12,220,50
USW00013958,1/3/2020,0:51:00,FM-15,343,52
USW00013958,1/3/2020,1:51:00,FM-15,343,51
USW00013958,1/3/2020,2:51:00,FM-15,343,52
USW00013958,1/3/2020,3:51:00,FM-15,343,53
USW00013958,1/3/2020,4:51:00,FM-15,343,52
USW00013958,1/3/2020,5:51:00,FM-15,343,51
USW00013958,1/3/2020,6:00:00,FM-12,220,51
USW00013958,1/3/2020,6:51:00,FM-15,343,51
USW00013958,1/3/2020,7:51:00,FM-15,343,50
USW00013958,1/3/2020,8:51:00,FM-15,343,53
USW00013958,1/3/2020,9:51:00,FM-15,343,56
USW00013958,1/3/2020,10:51:00,FM-15,343,60
USW00013958,1/3/2020,11:51:00,FM-15,343,63
USW00013958,1/3/2020,12:00:00,FM-12,220,63
USW00013958,1/3/2020,12:51:00,FM-15,343,64
USW00013958,1/3/2020,13:51:00,FM-15,343,64
USW00013958,1/3/2020,14:51:00,FM-15,343,64
USW00013958,1/3/2020,15:51:00,FM-15,343,63
USW00013958,1/3/2020,16:51:00,FM-15,343,63
USW00013958,1/3/2020,17:51:00,FM-15,343,60
USW00013958,1/3/2020,18:00:00,FM-12,220,60
USW00013958,1/3/2020,18:51:00,FM-15,343,57
USW00013958,1/3/2020,19:51:00,FM-15,343,56
USW00013958,1/3/2020,20:51:00,FM-15,343,54
USW00013958,1/3/2020,21:51:00,FM-15,343,52
USW00013958,1/3/2020,22:51:00,FM-15,343,50
USW00013958,1/3/2020,23:51:00,FM-15,343,49
USW00013958,1/4/2020,0:00:00,FM-12,220,49
USW00013958,1/4/2020,0:51:00,FM-15,343,49
USW00013958,1/4/2020,1:51:00,FM-15,343,47
USW00013958,1/4/2020,2:51:00,FM-15,343,46
USW00013958,1/4/2020,3:51:00,FM-15,343,45
USW00013958,1/4/2020,4:51:00,FM-15,343,45
USW00013958,1/4/2020,5:51:00,FM-15,343,45
USW00013958,1/4/2020,6:00:00,FM-12,220,45
USW00013958,1/4/2020,6:51:00,FM-15,343,44
USW00013958,1/4/2020,7:51:00,FM-15,343,45
USW00013958,1/4/2020,8:51:00,FM-15,343,47
USW00013958,1/4/2020,9:51:00,FM-15,343,54
USW00013958,1/4/2020,10:51:00,FM-15,343,60
USW00013958,1/4/2020,11:51:00,FM-15,343,65
USW00013958,1/4/2020,12:00:00,FM-12,220,65
USW00013958,1/4/2020,12:51:00,FM-15,343,68
USW00013958,1/4/2020,13:51:00,FM-15,343,72
USW00013958,1/4/2020,14:51:00,FM-15,343,72
USW00013958,1/4/2020,15:51:00,FM-15,343,72
USW00013958,1/4/2020,16:51:00,FM-15,343,70
USW00013958,1/4/2020,17:51:00,FM-15,343,64
USW00013958,1/4/2020,18:00:00,FM-12,220,64
USW00013958,1/4/2020,18:51:00,FM-15,343,59
USW00013958,1/4/2020,19:51:00,FM-15,343,57
USW00013958,1/4/2020,20:51:00,FM-15,343,55
USW00013958,1/4/2020,21:51:00,FM-15,343,53
USW00013958,1/4/2020,22:51:00,FM-15,343,51
USW00013958,1/4/2020,23:51:00,FM-15,343,50
USW00013958,1/5/2020,0:00:00,FM-12,220,50
USW00013958,1/5/2020,0:51:00,FM-15,343,48
USW00013958,1/5/2020,1:51:00,FM-15,343,48
USW00013958,1/5/2020,2:51:00,FM-15,343,49
USW00013958,1/5/2020,3:51:00,FM-15,343,46
USW00013958,1/5/2020,4:51:00,FM-15,343,48
USW00013958,1/5/2020,5:51:00,FM-15,343,48
USW00013958,1/5/2020,6:00:00,FM-12,220,48
USW00013958,1/5/2020,6:51:00,FM-15,343,46
USW00013958,1/5/2020,7:51:00,FM-15,343,45
USW00013958,1/5/2020,8:51:00,FM-15,343,54
USW00013958,1/5/2020,9:51:00,FM-15,343,62
USW00013958,1/5/2020,10:51:00,FM-15,343,67
USW00013958,1/5/2020,11:51:00,FM-15,343,72
USW00013958,1/5/2020,12:00:00,FM-12,220,72
USW00013958,1/5/2020,12:51:00,FM-15,343,75
USW00013958,1/5/2020,13:51:00,FM-15,343,75
USW00013958,1/5/2020,14:51:00,FM-15,343,75
USW00013958,1/5/2020,15:51:00,FM-15,343,74
USW00013958,1/5/2020,16:51:00,FM-15,343,72
USW00013958,1/5/2020,17:51:00,FM-15,343,67
USW00013958,1/5/2020,18:00:00,FM-12,220,67
USW00013958,1/5/2020,18:51:00,FM-15,343,65
USW00013958,1/5/2020,19:51:00,FM-15,343,60
USW00013958,1/5/2020,20:51:00,FM-15,343,57
USW00013958,1/5/2020,21:51:00,FM-15,343,57
USW00013958,1/5/2020,22:51:00,FM-15,343,56
USW00013958,1/5/2020,23:51:00,FM-15,343,56
USW00013958,1/6/2020,0:00:00,FM-12,220,56
USW00013958,1/6/2020,0:51:00,FM-15,343,55
USW00013958,1/6/2020,1:51:00,FM-15,343,51
USW00013958,1/6/2020,2:51:00,FM-15,343,48
USW00013958,1/6/2020,3:51:00,FM-15,343,47
USW00013958,1/6/2020,4:51:00,FM-15,343,46
USW00013958,1/6/2020,5:51:00,FM-15,343,45
USW00013958,1/6/2020,6:00:00,FM-12,220,45
USW00013958,1/6/2020,6:51:00,FM-15,343,44
USW00013958,1/6/2020,7:51:00,FM-15,343,43
USW00013958,1/6/2020,8:51:00,FM-15,343,52
USW00013958,1/6/2020,9:51:00,FM-15,343,59
USW00013958,1/6/2020,10:51:00,FM-15,343,65
USW00013958,1/6/2020,11:51:00,FM-15,343,71
USW00013958,1/6/2020,12:00:00,FM-12,220,71
USW00013958,1/6/2020,12:51:00,FM-15,343,74
USW00013958,1/6/2020,13:51:00,FM-15,343,74
USW00013958,1/6/2020,14:51:00,FM-15,343,75
USW00013958,1/6/2020,15:51:00,FM-15,343,75
USW00013958,1/6/2020,16:51:00,FM-15,343,73
USW00013958,1/6/2020,17:51:00,FM-15,343,68
USW00013958,1/6/2020,18:00:00,FM-12,220,68
USW00013958,1/6/2020,18:51:00,FM-15,343,65
USW00013958,1/6/2020,19:51:00,FM-15,343,63
USW00013958,1/6/2020,20:51:00,FM-15,343,63
USW00013958,1/6/2020,21:51:00,FM-15,343,62
USW00013958,1/6/2020,22:51:00,FM-15,343,60
USW00013958,1/6/2020,23:51:00,FM-15,343,57
USW00013958,1/7/2020,0:00:00,FM-12,220,57
USW00013958,1/7/2020,0:51:00,FM-15,343,55
USW00013958,1/7/2020,1:51:00,FM-15,343,53
USW00013958,1/7/2020,2:51:00,FM-15,343,51
USW00013958,1/7/2020,3:51:00,FM-15,343,50
USW00013958,1/7/2020,4:51:00,FM-15,343,49
USW00013958,1/7/2020,5:51:00,FM-15,343,48
USW00013958,1/7/2020,6:00:00,FM-12,220,48
USW00013958,1/7/2020,6:51:00,FM-15,343,47
USW00013958,1/7/2020,7:51:00,FM-15,343,44
USW00013958,1/7/2020,8:51:00,FM-15,343,48
USW00013958,1/7/2020,9:51:00,FM-15,343,56
USW00013958,1/7/2020,10:51:00,FM-15,343,62
USW00013958,1/7/2020,11:51:00,FM-15,343,65
USW00013958,1/7/2020,12:00:00,FM-12,220,65
USW00013958,1/7/2020,12:51:00,FM-15,343,66
USW00013958,1/7/2020,13:51:00,FM-15,343,66
USW00013958,1/7/2020,14:51:00,FM-15,343,67
USW00013958,1/7/2020,15:51:00,FM-15,343,68
USW00013958,1/7/2020,16:51:00,FM-15,343,65
USW00013958,1/7/2020,17:51:00,FM-15,343,60
USW00013958,1/7/2020,18:00:00,FM-12,220,60
USW00013958,1/7/2020,18:51:00,FM-15,343,55
USW00013958,1/7/2020,19:51:00,FM-15,343,51
USW00013958,1/7/2020,20:51:00,FM-15,343,50
USW00013958,1/7/2020,21:51:00,FM-15,343,47
USW00013958,1/7/2020,22:51:00,FM-15,343,44
USW00013958,1/7/2020,23:51:00,FM-15,343,45
USW00013958,1/8/2020,0:00:00,FM-12,220,45
USW00013958,1/8/2020,0:51:00,FM-15,343,41
USW00013958,1/8/2020,1:51:00,FM-15,343,41
USW00013958,1/8/2020,2:51:00,FM-15,343,41
USW00013958,1/8/2020,3:51:00,FM-15,343,40
USW00013958,1/8/2020,4:51:00,FM-15,343,39
USW00013958,1/8/2020,5:51:00,FM-15,343,38
USW00013958,1/8/2020,6:00:00,FM-12,220,38
USW00013958,1/8/2020,6:51:00,FM-15,343,38
USW00013958,1/8/2020,7:51:00,FM-15,343,37
USW00013958,1/8/2020,8:51:00,FM-15,343,45
USW00013958,1/8/2020,9:51:00,FM-15,343,53
USW00013958,1/8/2020,10:51:00,FM-15,343,57
USW00013958,1/8/2020,11:51:00,FM-15,343,64
USW00013958,1/8/2020,12:00:00,FM-12,220,64
USW00013958,1/8/2020,12:51:00,FM-15,343,67
USW00013958,1/8/2020,13:51:00,FM-15,343,69
USW00013958,1/8/2020,14:51:00,FM-15,343,70
USW00013958,1/8/2020,15:51:00,FM-15,343,70
USW00013958,1/8/2020,16:51:00,FM-15,343,68
USW00013958,1/8/2020,17:51:00,FM-15,343,66
USW00013958,1/8/2020,18:00:00,FM-12,220,66
USW00013958,1/8/2020,18:51:00,FM-15,343,63
USW00013958,1/8/2020,19:51:00,FM-15,343,63
USW00013958,1/8/2020,20:51:00,FM-15,343,63
USW00013958,1/8/2020,21:15:00,FM-16,343,63
USW00013958,1/8/2020,21:51:00,FM-15,343,63
USW00013958,1/8/2020,22:51:00,FM-15,343,63
USW00013958,1/8/2020,23:51:00,FM-15,343,63
USW00013958,1/9/2020,0:00:00,FM-12,220,63
USW00013958,1/9/2020,0:51:00,FM-15,343,63
USW00013958,1/9/2020,1:51:00,FM-15,343,63
USW00013958,1/9/2020,2:51:00,FM-15,343,63
USW00013958,1/9/2020,3:51:00,FM-15,343,64
USW00013958,1/9/2020,4:17:00,FM-16,343,64
USW00013958,1/9/2020,4:51:00,FM-15,343,64
USW00013958,1/9/2020,5:51:00,FM-15,343,63
USW00013958,1/9/2020,6:00:00,FM-12,220,63
USW00013958,1/9/2020,6:51:00,FM-15,343,64
USW00013958,1/9/2020,6:58:00,FM-16,343,64
USW00013958,1/9/2020,7:51:00,FM-15,343,63
USW00013958,1/9/2020,8:51:00,FM-15,343,64
USW00013958,1/9/2020,9:51:00,FM-15,343,67
USW00013958,1/9/2020,9:58:00,FM-16,343,67
USW00013958,1/9/2020,10:32:00,FM-16,343,69
USW00013958,1/9/2020,10:49:00,FM-16,343,70
USW00013958,1/9/2020,10:51:00,FM-15,343,69
USW00013958,1/9/2020,11:04:00,FM-16,343,69
USW00013958,1/9/2020,11:40:00,FM-16,343,70
USW00013958,1/9/2020,11:51:00,FM-15,343,70
USW00013958,1/9/2020,12:00:00,FM-12,220,70
USW00013958,1/9/2020,12:10:00,FM-16,343,70
USW00013958,1/9/2020,12:49:00,FM-16,343,72
USW00013958,1/9/2020,12:51:00,FM-15,343,72
USW00013958,1/9/2020,13:51:00,FM-15,343,74
USW00013958,1/9/2020,14:51:00,FM-15,343,76
USW00013958,1/9/2020,15:51:00,FM-15,343,77
USW00013958,1/9/2020,16:51:00,FM-15,343,77
USW00013958,1/9/2020,17:51:00,FM-15,343,75
USW00013958,1/9/2020,18:00:00,FM-12,220,75
USW00013958,1/9/2020,18:51:00,FM-15,343,73
USW00013958,1/9/2020,19:49:00,FM-16,343,72
USW00013958,1/9/2020,19:51:00,FM-15,343,72
USW00013958,1/9/2020,20:49:00,FM-16,343,72
USW00013958,1/9/2020,20:51:00,FM-15,343,71
USW00013958,1/9/2020,21:19:00,FM-16,343,71
USW00013958,1/9/2020,21:51:00,FM-15,343,71
USW00013958,1/9/2020,21:58:00,FM-16,343,71
USW00013958,1/9/2020,22:31:00,FM-16,343,70
USW00013958,1/9/2020,22:51:00,FM-15,343,70
USW00013958,1/9/2020,23:08:00,FM-16,343,70
USW00013958,1/9/2020,23:51:00,FM-15,343,69
USW00013958,1/10/2020,0:00:00,FM-12,220,69
USW00013958,1/10/2020,0:11:00,FM-16,343,69
USW00013958,1/10/2020,0:21:00,FM-16,343,69
USW00013958,1/10/2020,0:51:00,FM-15,343,69
USW00013958,1/10/2020,1:51:00,FM-15,343,70
USW00013958,1/10/2020,2:47:00,FM-16,343,70
USW00013958,1/10/2020,2:51:00,FM-15,343,70
USW00013958,1/10/2020,2:58:00,FM-16,343,69
USW00013958,1/10/2020,3:51:00,FM-15,343,70
USW00013958,1/10/2020,4:51:00,FM-15,343,70
USW00013958,1/10/2020,5:51:00,FM-15,343,70
USW00013958,1/10/2020,6:00:00,FM-12,220,70
USW00013958,1/10/2020,6:51:00,FM-15,343,71
USW00013958,1/10/2020,7:51:00,FM-15,343,71
USW00013958,1/10/2020,8:49:00,FM-16,343,72
USW00013958,1/10/2020,8:51:00,FM-15,343,71
USW00013958,1/10/2020,9:51:00,FM-15,343,73
USW00013958,1/10/2020,10:19:00,FM-16,343,72
USW00013958,1/10/2020,10:51:00,FM-15,343,73
USW00013958,1/10/2020,10:58:00,FM-16,343,73
USW00013958,1/10/2020,11:16:00,FM-16,343,72
USW00013958,1/10/2020,11:28:00,FM-16,343,72
USW00013958,1/10/2020,11:51:00,FM-15,343,72
USW00013958,1/10/2020,12:00:00,FM-16,343,72
USW00013958,1/10/2020,12:09:00,FM-16,343,72
USW00013958,1/10/2020,12:51:00,FM-15,343,73
USW00013958,1/10/2020,13:07:00,FM-16,343,74
USW00013958,1/10/2020,13:51:00,FM-15,343,76
USW00013958,1/10/2020,14:04:00,FM-16,343,76
USW00013958,1/10/2020,14:22:00,FM-16,343,76
USW00013958,1/10/2020,14:51:00,FM-15,343,77
USW00013958,1/10/2020,17:51:00,FM-15,343,75
USW00013958,1/10/2020,18:00:00,FM-12,220,75
USW00013958,1/10/2020,18:51:00,FM-15,343,
USW00013958,1/10/2020,19:51:00,FM-15,343,
USW00013958,1/10/2020,20:51:00,FM-15,343,
USW00013958,1/10/2020,21:51:00,FM-15,343,
USW00013958,1/10/2020,22:51:00,FM-15,343,
USW00013958,1/10/2020,23:51:00,FM-15,343,
USW00013958,1/11/2020,0:51:00,FM-15,343,
USW00013958,1/11/2020,1:51:00,FM-15,343,
USW00013958,1/11/2020,2:51:00,FM-15,343,
USW00013958,1/11/2020,3:51:00,FM-15,343,
USW00013958,1/11/2020,4:51:00,FM-15,343,
USW00013958,1/11/2020,5:51:00,FM-15,343,
USW00013958,1/11/2020,6:00:00,FM-12,220,
USW00013958,1/11/2020,6:51:00,FM-15,343,
USW00013958,1/11/2020,7:51:00,FM-15,343,
USW00013958,1/11/2020,8:51:00,FM-15,343,
USW00013958,1/11/2020,9:51:00,FM-15,343,
USW00013958,1/11/2020,10:51:00,FM-15,343,
USW00013958,1/11/2020,11:51:00,FM-15,343,53
USW00013958,1/11/2020,12:00:00,FM-12,220,53
USW00013958,1/11/2020,12:51:00,FM-15,343,56
USW00013958,1/11/2020,13:51:00,FM-15,343,57
USW00013958,1/11/2020,14:51:00,FM-15,343,58
USW00013958,1/11/2020,15:51:00,FM-15,343,59
USW00013958,1/11/2020,16:51:00,FM-15,343,56
USW00013958,1/11/2020,17:51:00,FM-15,343,54
USW00013958,1/11/2020,18:00:00,FM-12,220,54
USW00013958,1/11/2020,18:51:00,FM-15,343,50
USW00013958,1/11/2020,19:51:00,FM-15,343,49
USW00013958,1/11/2020,20:51:00,FM-15,343,48
USW00013958,1/11/2020,21:51:00,FM-15,343,46
USW00013958,1/11/2020,22:51:00,FM-15,343,45
USW00013958,1/11/2020,23:51:00,FM-15,343,43
USW00013958,1/12/2020,0:00:00,FM-12,220,43
USW00013958,1/12/2020,0:51:00,FM-15,343,42
USW00013958,1/12/2020,1:51:00,FM-15,343,41
USW00013958,1/12/2020,2:51:00,FM-15,343,40
USW00013958,1/12/2020,3:51:00,FM-15,343,39
USW00013958,1/12/2020,4:51:00,FM-15,343,39
USW00013958,1/12/2020,5:51:00,FM-15,343,37
USW00013958,1/12/2020,6:00:00,FM-12,220,37
USW00013958,1/12/2020,6:51:00,FM-15,343,38
USW00013958,1/12/2020,7:51:00,FM-15,343,36
USW00013958,1/12/2020,8:51:00,FM-15,343,41
USW00013958,1/12/2020,9:51:00,FM-15,343,45
USW00013958,1/12/2020,10:51:00,FM-15,343,48
USW00013958,1/12/2020,11:51:00,FM-15,343,52
USW00013958,1/12/2020,12:00:00,FM-12,220,52
USW00013958,1/12/2020,12:51:00,FM-15,343,58
USW00013958,1/12/2020,13:51:00,FM-15,343,58
USW00013958,1/12/2020,14:51:00,FM-15,343,62
USW00013958,1/12/2020,15:51:00,FM-15,343,61
USW00013958,1/12/2020,16:51:00,FM-15,343,60
USW00013958,1/12/2020,17:51:00,FM-15,343,58
USW00013958,1/12/2020,18:00:00,FM-12,220,58
USW00013958,1/12/2020,18:51:00,FM-15,343,58
USW00013958,1/12/2020,19:51:00,FM-15,343,57
USW00013958,1/12/2020,20:51:00,FM-15,343,54
USW00013958,1/12/2020,21:51:00,FM-15,343,54
USW00013958,1/12/2020,22:15:00,FM-16,343,54
USW00013958,1/12/2020,22:51:00,FM-15,343,54
USW00013958,1/12/2020,23:51:00,FM-15,343,54
USW00013958,1/13/2020,0:00:00,FM-12,220,54
USW00013958,1/13/2020,0:37:00,FM-16,343,53
USW00013958,1/13/2020,0:51:00,FM-15,343,53
USW00013958,1/13/2020,1:49:00,FM-16,343,54
USW00013958,1/13/2020,1:51:00,FM-15,343,54
USW00013958,1/13/2020,2:51:00,FM-15,343,54
USW00013958,1/13/2020,3:51:00,FM-15,343,54
USW00013958,1/13/2020,4:51:00,FM-15,343,54
USW00013958,1/13/2020,5:23:00,FM-16,343,53
USW00013958,1/13/2020,5:30:00,FM-16,343,53
USW00013958,1/13/2020,5:51:00,FM-15,343,53
USW00013958,1/13/2020,6:00:00,FM-12,220,53
USW00013958,1/13/2020,6:01:00,FM-16,343,53
USW00013958,1/13/2020,6:23:00,FM-16,343,53
USW00013958,1/13/2020,6:35:00,FM-16,343,53
USW00013958,1/13/2020,6:51:00,FM-15,343,53
USW00013958,1/13/2020,7:51:00,FM-15,343,54
USW00013958,1/13/2020,8:49:00,FM-16,343,54
USW00013958,1/13/2020,8:51:00,FM-15,343,54
USW00013958,1/13/2020,9:49:00,FM-16,343,55
USW00013958,1/13/2020,9:51:00,FM-15,343,55
USW00013958,1/13/2020,10:07:00,FM-16,343,55
USW00013958,1/13/2020,10:49:00,FM-16,343,55
USW00013958,1/13/2020,10:51:00,FM-15,343,55
USW00013958,1/13/2020,11:07:00,FM-16,343,55
USW00013958,1/13/2020,11:15:00,FM-16,343,55
USW00013958,1/13/2020,11:30:00,FM-16,343,56
USW00013958,1/13/2020,11:37:00,FM-16,343,56
USW00013958,1/13/2020,11:51:00,FM-15,343,56
USW00013958,1/13/2020,11:58:00,FM-16,343,57
USW00013958,1/13/2020,12:00:00,FM-12,220,56
USW00013958,1/13/2020,12:09:00,FM-16,343,57
USW00013958,1/13/2020,12:51:00,FM-15,343,58
USW00013958,1/13/2020,12:57:00,FM-16,343,58
USW00013958,1/13/2020,13:51:00,FM-15,343,59
USW00013958,1/13/2020,14:13:00,FM-16,343,60
USW00013958,1/13/2020,14:31:00,FM-16,343,60
USW00013958,1/13/2020,14:41:00,FM-16,343,60
USW00013958,1/13/2020,14:51:00,FM-15,343,60
USW00013958,1/13/2020,15:34:00,FM-16,343,60
USW00013958,1/13/2020,15:51:00,FM-15,343,59
USW00013958,1/13/2020,16:12:00,FM-16,343,59
USW00013958,1/13/2020,16:30:00,FM-16,343,59
USW00013958,1/13/2020,16:39:00,FM-16,343,60
USW00013958,1/13/2020,16:51:00,FM-15,343,60
USW00013958,1/13/2020,17:28:00,FM-16,343,60
USW00013958,1/13/2020,17:41:00,FM-16,343,60
USW00013958,1/13/2020,17:49:00,FM-16,343,61
USW00013958,1/13/2020,17:51:00,FM-15,343,60
USW00013958,1/13/2020,18:00:00,FM-12,220,60
USW00013958,1/13/2020,18:19:00,FM-16,343,60
USW00013958,1/13/2020,18:37:00,FM-16,343,60
USW00013958,1/13/2020,18:51:00,FM-15,343,60
USW00013958,1/13/2020,18:58:00,FM-16,343,60
USW00013958,1/13/2020,19:15:00,FM-16,343,60
USW00013958,1/13/2020,19:38:00,FM-16,343,60
USW00013958,1/13/2020,19:46:00,FM-16,343,61
USW00013958,1/13/2020,19:51:00,FM-15,343,60
USW00013958,1/13/2020,20:40:00,FM-16,343,60
USW00013958,1/13/2020,20:51:00,FM-15,343,60
USW00013958,1/13/2020,21:38:00,FM-16,343,60
USW00013958,1/13/2020,21:51:00,FM-15,343,60
USW00013958,1/13/2020,22:51:00,FM-15,343,60
USW00013958,1/13/2020,23:34:00,FM-16,343,60
USW00013958,1/13/2020,23:41:00,FM-16,343,60
USW00013958,1/13/2020,23:49:00,FM-16,343,61
USW00013958,1/13/2020,23:51:00,FM-15,343,60
USW00013958,1/14/2020,0:00:00,FM-12,220,60
USW00013958,1/14/2020,0:49:00,FM-16,343,61
USW00013958,1/14/2020,0:51:00,FM-15,343,60
USW00013958,1/14/2020,1:37:00,FM-16,343,60
USW00013958,1/14/2020,1:51:00,FM-15,343,60
USW00013958,1/14/2020,1:59:00,FM-16,343,60
USW00013958,1/14/2020,2:51:00,FM-15,343,60
USW00013958,1/14/2020,3:51:00,FM-15,343,61
USW00013958,1/14/2020,4:35:00,FM-16,343,61
USW00013958,1/14/2020,4:51:00,FM-15,343,61
USW00013958,1/14/2020,5:11:00,FM-16,343,61
USW00013958,1/14/2020,5:19:00,FM-16,343,61
USW00013958,1/14/2020,5:42:00,FM-16,343,61
USW00013958,1/14/2020,5:49:00,FM-16,343,61
USW00013958,1/14/2020,5:51:00,FM-15,343,61
USW00013958,1/14/2020,6:00:00,FM-12,220,61
USW00013958,1/14/2020,6:25:00,FM-16,343,61
USW00013958,1/14/2020,6:51:00,FM-15,343,61
USW00013958,1/14/2020,7:38:00,FM-16,343,61
USW00013958,1/14/2020,7:51:00,FM-15,343,61
USW00013958,1/14/2020,8:09:00,FM-16,343,61
USW00013958,1/14/2020,8:29:00,FM-16,343,62
USW00013958,1/14/2020,8:51:00,FM-15,343,62
USW00013958,1/14/2020,9:51:00,FM-15,343,63
USW00013958,1/14/2020,10:29:00,FM-16,343,64
USW00013958,1/14/2020,10:51:00,FM-15,343,65
USW00013958,1/14/2020,10:59:00,FM-16,343,65
USW00013958,1/14/2020,11:26:00,FM-16,343,66
USW00013958,1/14/2020,11:51:00,FM-15,343,68
USW00013958,1/14/2020,12:00:00,FM-12,220,68
USW00013958,1/14/2020,12:07:00,FM-16,343,68
USW00013958,1/14/2020,12:51:00,FM-15,343,71
USW00013958,1/14/2020,12:59:00,FM-16,343,71
USW00013958,1/14/2020,13:06:00,FM-16,343,72
USW00013958,1/14/2020,13:19:00,FM-16,343,72
USW00013958,1/14/2020,13:51:00,FM-15,343,75
USW00013958,1/14/2020,14:11:00,FM-16,343,74
USW00013958,1/14/2020,14:27:00,FM-16,343,76
USW00013958,1/14/2020,14:51:00,FM-15,343,77
USW00013958,1/14/2020,15:11:00,FM-16,343,74
USW00013958,1/14/2020,15:51:00,FM-15,343,75
USW00013958,1/14/2020,16:13:00,FM-16,343,76
USW00013958,1/14/2020,16:36:00,FM-16,343,75
USW00013958,1/14/2020,16:51:00,FM-15,343,75
USW00013958,1/14/2020,17:06:00,FM-16,343,75
USW00013958,1/14/2020,17:19:00,FM-16,343,74
USW00013958,1/14/2020,17:44:00,FM-16,343,73
USW00013958,1/14/2020,17:51:00,FM-15,343,73
USW00013958,1/14/2020,18:00:00,FM-12,220,73
USW00013958,1/14/2020,18:51:00,FM-15,343,70
USW00013958,1/14/2020,19:51:00,FM-15,343,69
USW00013958,1/14/2020,20:51:00,FM-15,343,68
USW00013958,1/14/2020,21:23:00,FM-16,343,68
USW00013958,1/14/2020,21:43:00,FM-16,343,68
USW00013958,1/14/2020,21:51:00,FM-15,343,68
